set,tier,name,traits,apiName,desc
0,3-Prismatic,Worth the Wait II,,TFT_Augment_WorthTheWaitPrismatic,Gain 2 copies of a random [unittier]-cost champion. Gain another copy of them at the start of each round for the rest of the game. Champion: [TFTUnitProperty.item:TFT_Augment_WorthTheWait]
0,3-Prismatic,Woven Magic,,TFT_Augment_TheVidalion,Gain a random item component. Every 2200 Mana your team spends grants an additional component (max [TFTUnitProperty.trait:TFT_Augment_TheVidalion_NumComponents]/3). Mana spent: [TFTUnitProperty.trait:TFT_Augment_TheVidalion_TrackedMana]/2200
0,?,Bad Odds,,TFT_Augment_BadOdds,"You can only reach even levels, but the XP cost to each level is reduced. Gain 6 XP."
0,?,Changeling,,TFT_Augment_Changeling,"Get a [StarLevel]-star Changeling, which benefits from all active traits. Each round, gain a consumable which turns the Changeling into a random champion. The unit's tier goes up each stage. Gain a golden remover."
0,?,Changing Glamour,,TFT_Augment_Changeling_GlamourItemTier4,Use this on the Changeling to transform them into a new champion! Refreshes each round
0,?,Changing Glamour,,TFT_Augment_Changeling_GlamourItemTier5,Use this on the Changeling to transform them into a new champion! Refreshes each round
0,?,Changing Glamour,,TFT_Augment_Changeling_GlamourItemTier2,Use this on the Changeling to transform them into a new champion! Refreshes each round
0,?,Changing Glamour,,TFT_Augment_Changeling_GlamourItemTier3,Use this on the Changeling to transform them into a new champion! Refreshes each round
0,?,Changing Glamour,,TFT_Augment_Changeling_GlamourItemTier1,Use this on the Changeling to transform them into a new champion! Refreshes each round
0,?,Dummy Backpacks,,TFT_Augment_DummyPower,Your dummies can equip items and use item-related consumables. Gain a Training Dummy.
0,?,Gain @Gold@ Gold,,TFT_Augment_GainGold,Gain 21 gold.
0,?,Geared-Up Golems,,TFT_Augment_GolemPower,Your golems can equip items and gain consumables. Gain a golem.
0,?,God Willow's Grove,,TFT_Augment_GodWillowsGrove,The champion in your right-most bench slot contributes its non-unique traits as though it was on your team.
0,?,Growing Up,,TFT_Augment_GrowingUp,"Gain a 2-star 1-cost champion, and an item they can use. Each stage, you can choose to Grow Up into a higher-cost champion or to keep the current one. While Growing Up, the unit cannot be sold or combined."
0,?,Guess Ahead,,TFT_Augment_PIckEms,"In 8 rounds, get up to 18 gold based on how close you are to your current ranking in the lobby."
0,?,Health is Wealth III,,TFT_Augment_WealthyRehab3,Your team gains 20% Omnivamp. Get a bonus of 30 gold when your team first accumulates 10000 total champion healing. Total Healing: [TFTUnitProperty.item:TFT_Augment_WealthyRehabHealing]
0,?,Instant Gratification,,TFT_Augment_InstantGratification2,"The first time you unlock each champion, immediately gain a copy."
0,?,Narrow Mind,,TFT_Augment_NarrowMind,"For the rest of the game you have only have 2 bench slots, but your rerolls cost 1g. Gain 10 gold."
0,?,Pandora's Pocket Lint,,TFT_Augment_PandorasPocketLint,Alternate between gaining a Magnetic Remover and Reforger every 2 rounds. Gain a random component after every carousel.
0,?,Pirates,,TFT_Augment_Pirates3,Your allies have a rare chance to drop treasure chests when they kill enemy champions.
0,?,Powered By Pain,,TFT_Augment_PoweredByPain,"When your champions get a kill, they get 5 bonus mana per 100 overkill damage; this bonus increases with significant excess damage."
0,?,Restart Mission +,,TFT_Augment_RestartMissionPlus,"Delete all champions on your board and bench. Gain a random 2-star 4-cost, two 2-star 3-cost, two 2-star 2-cost, and 2-star 1-cost champion."
0,?,Row Rejuvenation I,,TFT_Augment_ReinforcedRejuvenation1,"Your team has 7% Omnivamp, increased by 0% for every champion that starts combat in that same row."
0,?,Row Rejuvenation II,,TFT_Augment_ReinforcedRejuvenation2,"Your team has 10% Omnivamp, increased by 1.5% for every champion that starts combat in that same row."
0,?,Share the Spotlight,,TFT_Augment_ShareTheSpotlight,"Gain a spotlight in the back corner of your board. All units in the spotlight gain 14% Damage Amp, 11% Omnivamp, and 2 Mana per second."
0,?,Shipping Route,,TFT_Augment_ShippingRoute,"Every loot orb you open creates a copy in Treasure Portal, where they gain value each turn. Sell the Treasure Portal to open all the orbs inside. Gain several bonus orbs now. Portal Value: [TFTUnitProperty.item:TFT_Augment_ShippingRoute_Tracker]"
0,?,Spellblade,,TFT_Augment_AbilityAmplification,"Your team gains 2% stacking Ability Power every time they attack, up to [maxstacks] stacks."
0,?,TFT_DoubleUpAugment_FamilyHeirlooms_Name,,TFT_DoubleUpAugment_FamilyHeirlooms,TFT_DoubleUpAugment_FamilyHeirlooms_Description
0,?,TFT_DoubleUpAugment_GoodParenting_Name,,TFT_DoubleUpAugment_GoodParenting,TFT_DoubleUpAugment_GoodParenting_Description
0,?,TFT_DoubleUpAugment_SpeedySupport_Name,,TFT_DoubleUpAugment_SpeedySupport,TFT_DoubleUpAugment_SpeedySupport_Description
0,?,TFT_DoubleUpAugment_WiseInvestment_Name,,TFT_DoubleUpAugment_WiseInvestment,TFT_DoubleUpAugment_WiseInvestment_Description
0,?,The One Who Knocks,,TFT_Augment_TheOneWhoKnocks,"Gain a Silvermere Dawn. In [combatnum] rounds, gain a Horizon Focus. One causes Stuns, and in 3 rounds, the other makes those Stuns hurt...a lot."
0,?,Trade Sector,,TFTEvent_PM_Augment_TradeSector,Gain a free Shop reroll every round. Gain 8 gold.
0,?,Training Manual,,TFT_Augment_ExpensiveHamburger,"Gain 50 Health and 5% Attack Speed. Gain a Training Manual, which converts 1 gold into 0% Attack Speed and 10 Health. Subsequent uses increase the cost and the bonus. Cost: [TFTUnitProperty.item:TFT_Augment_ExpensiveHamburger_GoldCostTooltip] Giving [TFTUnitProperty.item:TFT_Augment_ExpensiveHamburger_ASTotal]% Attack Speed and [TFTUnitProperty.item:TFT_Augment_ExpensiveHamburger_HealthTotal] Health"
0,?,Training Manual,,TFT_Augment_ExpensiveHamburger_Item,Use this on a champion to spend [TFTUnitProperty.item:TFT_Augment_ExpensiveHamburger_GoldCostTooltip] gold and permanently give your team [TFTUnitProperty.item:TFT_Augment_ExpensiveHamburger_HealthPerStack] health and [TFTUnitProperty.item:TFT_Augment_ExpensiveHamburger_ASPerStack]% attack speed
0,?,Training Manual,,TFT_Augment_AllIn,"Get a Training Manual. Once per round, use the Training Manual on a champion to spend five gold and give them 10 Health and 10 Attack Speed. [TFTUnitProperty.item:TFT_Augment_ALLin_Tooltip]"
0,?,Trapper's Delight,,TFT_Augment_TrappersDelight,"Gain 2 Training Dummies. When your dummies die, they explode and stun enemies within 1 hexes for 1 seconds. Every 6 seconds, the duration and size increase to a maximum of 3 seconds and 2 hexes."
0,?,Underdogs,,TFT_Augment_Underdogs,"Whenever your team has fewer allies alive than your opponent, regenerate 4% missing Health each second (Max: 150)."
0,?,Within The Margins,,TFT_Augment_WithinTheMargins,"Start with a pool of 80 gold. After each combat, subtract 4 gold for each remaining champion alive on either team. After [Rounds] rounds, gain all remaining gold. Gold: [TFTUnitProperty.item:TFT_Augment_WithinTheMargins] Rounds Remaining: [TFTUnitProperty.item:TFT_Augment_WithinTheMarginsRounds]"
0,?,Within the Margins+,,TFT_Augment_WithinTheMarginsPlus,"Start with a pool of 100 gold. After each combat, subtract 4 gold for each remaining champion alive on either team. After [Rounds] rounds, gain all remaining gold. Gold: [TFTUnitProperty.item:TFT_Augment_WithinTheMargins] Rounds Remaining: [TFTUnitProperty.item:TFT_Augment_WithinTheMarginsRounds]"
4,2-Gold,Assassin Crest,TFT4_Assassin,TFT4_Augment_AssassinCrest,Gain an Assassin Emblem and a Pyke.
4,2-Gold,Brawler Crest,TFT4_Brawler,TFT4_Augment_BrawlerCrest,Gain a Brawler Emblem and a Vi.
4,2-Gold,Cult's Offerings,TFT4_Cultist,TFT4_Augment_Cultist,"For every Gold above 30, up to 60, that you have at the start of planning, Galio permanently gains 5 health. Gain a Twisted Fate, Pyke, and Elise. (Health Gained:&nbsp;[TFTUnitProperty.item:TFT4_Augment_Cultist_HealthGained])"
4,2-Gold,Cultist Crest,TFT4_Cultist,TFT4_Augment_CultistCrest,Gain a Cultist Emblem and a Pyke.
4,2-Gold,Divine Crest,TFT4_Divine,TFT4_Augment_DivineCrest,Gain a Divine Emblem and a Jax.
4,2-Gold,Divine Zeal,TFT4_Divine,TFT4_Augment_Divine,"When Ascended, Divine units also gain 25% Attack Speed. Gain a Nasus."
4,2-Gold,Dragonsoul Crest,TFT4_Dragonsoul,TFT4_Augment_DragonsoulCrest,Gain a Dragonsoul Emblem and a Braum.
4,2-Gold,Duelist Crest,TFT4_Duelist,TFT4_Augment_DuelistCrest,Gain a Duelist Emblem and a Jax.
4,2-Gold,Elderwood Crest,TFT4_Elderwood,TFT4_Augment_ElderwoodCrest,Gain an Elderwood Emblem and a Rakan.
4,2-Gold,Enlightened Crest,TFT4_Enlightened,TFT4_Augment_EnlightenedCrest,Gain an Enlightened Emblem and a Janna.
4,2-Gold,Executioner's Cut,TFT4_Executioner,TFT4_Augment_Executioner,Your Executioners execute enemies below 10% health. Executions have a 15% chance to drop 1 gold. Gain a Kindred.
4,2-Gold,Fortune Crest,TFT4_Fortune,TFT4_Augment_FortuneCrest,Gain a Fortune Emblem and an Annie.
4,2-Gold,Growing Roots,TFT4_Elderwood,TFT4_Augment_Elderwood,Elderwood units gain 100 Maximum Health (caps at 500) for each round they have stayed in their initial hex. Gain a Maokai and a Lulu.
4,2-Gold,Keeper Crest,TFT4_Keeper,TFT4_Augment_KeeperCrest,Gain a Keeper Emblem and a Jarvan IV.
4,2-Gold,Mage Crest,TFT4_Mage,TFT4_Augment_MageCrest,Gain a Mage Emblem and a Lulu.
4,2-Gold,Money Dummy,TFT4_Fortune,TFT4_Augment_Fortune,"When Fortune is active, gain a helpful Money Dummy that aids you in combat or drops gold depending on if it is in the front or back row. Gain a Tahm Kench and Annie."
4,2-Gold,Mother Dragon Breath,TFT4_Dragonsoul,TFT4_Augment_Dragonsoul,"After 8 seconds of combat, the Dragon strikes the board, dealing 20% of max Health in magic damage to enemies and granting all allies 11% Attack Speed for the rest of combat. Gain a Tristana and a Braum."
4,2-Gold,Ricochet Shot,TFT4_Sharpshooter,TFT4_Augment_Sharpshooter,Sharpshooters' attacks and abilities bounce 1 extra time for 40% of original damage. Gain a Tristana and Teemo.
4,2-Gold,Slayer Crest,TFT4_Slayer,TFT4_Augment_SlayerCrest,Gain a Slayer Emblem and a Zed.
4,2-Gold,Slayer's Resolve,TFT4_Slayer,TFT4_Augment_Slayer,"When your Slayers take or deal damage, they gain 2 stacking Armor and Magic Resistance for the rest of combat (max: 25 stacks). Gain a Pyke and a Zed."
4,2-Gold,Spirit Crest,TFT4_Spirit,TFT4_Augment_SpiritCrest,Gain a Spirit Emblem and a Teemo.
4,2-Gold,Syphoner Crest,TFT4_Syphoner,TFT4_Augment_SyphonerCrest,Gain a Syphoner Emblem and a Vladimir.
4,2-Gold,The Exiled One,TFT4_Exile,TFT4_Augment_Exile,"Gain a Yasuo and Yone. This Yone cannot be fielded until Stage 5 or when Yasuo gains 30 kills, whichever comes sooner. (Kills:&nbsp;[TFTUnitProperty.item:TFT4_Augment_Exile_KillCounter])"
4,2-Gold,The Fabled One,TFT4_Fabled,TFT4_Augment_WukongCarry,"Gain a 2-star Wukong. Your strongest Wukong gains the Fabled trait. When Wukong is 3-star and the Fabled trait is active, he restores his past glory."
4,2-Gold,Tyrannical Warlord,TFT4_Warlord,TFT4_Augment_Warlord,"At the start of combat, the Warlord who dealt the most damage last combat becomes the Tyrant. The Tyrant gains 25% Damage Amp. Gain a Jarvan IV and a Nidalee."
4,2-Gold,Vanguard Crest,TFT4_Vanguard,TFT4_Augment_VanguardCrest,Gain a Vanguard Emblem and a Nautilus.
4,2-Gold,Warlord Crest,TFT4_Warlord,TFT4_Augment_WarlordCrest,Gain a Warlord Emblem and a Vi.
4,3-Prismatic,Assassin Crown,TFT4_Assassin,TFT4_Augment_AssassinCrown,"Gain a Assassin Emblem, an Edge of Night and a Pyke."
4,3-Prismatic,Brawler Crown,TFT4_Brawler,TFT4_Augment_BrawlerCrown,"Gain a Brawler Emblem, a Bloodthirster, and a Vi."
4,3-Prismatic,Cultist Crown,TFT4_Cultist,TFT4_Augment_CultistCrown,"Gain a Cultist Emblem, a Sunfire Cape, and a Pyke."
4,3-Prismatic,Divine Crown,TFT4_Divine,TFT4_Augment_DivineCrown,"Gain a Divine Emblem, a Quicksilver and a Jax."
4,3-Prismatic,Dragonsoul Crown,TFT4_Dragonsoul,TFT4_Augment_DragonsoulCrown,"Gain a Dragonsoul Emblem, an Ionic Spark, and a Braum."
4,3-Prismatic,Duelist Crown,TFT4_Duelist,TFT4_Augment_DuelistCrown,"Gain a Duelist Emblem, a Titan's Resolve, and a Jax."
4,3-Prismatic,Elderwood Crown,TFT4_Elderwood,TFT4_Augment_ElderwoodCrown,"Gain an Elderwood Emblem, a Warmog's Armor, and a Rakan."
4,3-Prismatic,Enlightened Crown,TFT4_Enlightened,TFT4_Augment_EnlightenedCrown,"Gain an Enlightened Emblem, a Spear of Shojin, and a Janna."
4,3-Prismatic,Fortune Crown,TFT4_Fortune,TFT4_Augment_FortuneCrown,"Gain a Fortune Emblem, a Gargoyle Stoneplate, and an Annie."
4,3-Prismatic,Keeper Crown,TFT4_Keeper,TFT4_Augment_KeeperCrown,"Gain a Keeper Emblem, a Morellonomicon, and a Jarvan IV."
4,3-Prismatic,Mage Crown,TFT4_Mage,TFT4_Augment_MageCrown,"Gain a Mage Emblem, a Jeweled Gauntlet, and a Lulu."
4,3-Prismatic,Slayer Crown,TFT4_Slayer,TFT4_Augment_SlayerCrown,"Gain a Slayer Emblem, a Hand of Justice, and a Zed."
4,3-Prismatic,Spirit Crown,TFT4_Spirit,TFT4_Augment_SpiritCrown,"Gain a Spirit Emblem, a Nashor's Tooth, and a Teemo."
4,3-Prismatic,Syphoner Crown,TFT4_Syphoner,TFT4_Augment_SyphonerCrown,"Gain a Syphoner Emblem, an Adaptive Helm, and a Vladimir."
4,3-Prismatic,Vanguard Crown,TFT4_Vanguard,TFT4_Augment_VanguardCrown,"Gain a Vanguard Emblem, a Bramble Vest, and a Nautilus."
4,3-Prismatic,Warlord Crown,TFT4_Warlord,TFT4_Augment_WarlordCrown,"Gain a Warlord Emblem, a Sterak's Gage, and a Vi."
5,2-Gold,Abomination Crest,TFT5_Abomination,TFT5_Augment_AbominationCrest,Gain an Abomination Emblem and a Brand.
5,2-Gold,Assassin Crest,TFT5_Assassin,TFT5_Augment_AssassinCrest,Gain an Assassin Emblem and a Khazix.
5,2-Gold,Brawler Crest,TFT5_Brawler,TFT5_Augment_BrawlerCrest,Gain an Brawler Emblem and a Sett.
5,2-Gold,Cannoneer Crest,TFT5_Cannoneer,TFT5_Augment_CannoneerCrest,Gain a Cannoneer Emblem and a Tristana.
5,2-Gold,Cavalier Crest,TFT5_Cavalier,TFT5_Augment_CavalierCrest,Gain a Cavalier Emblem and a Hecarim.
5,2-Gold,Dawnbringer Crest,TFT5_Dawnbringer,TFT5_Augment_DawnbringerCrest,Gain a Dawnbringer Emblem and a Gragas.
5,2-Gold,Death Approaches,TFT5_Knight|TFT5_Forgotten,TFT5_Augment_ThreshCarry,"Gain a Thresh. Your strongest Thresh's Ability now pulls himself to his target, empowers his next attack to deal 300% Ability Power as bonus magic damage, and Mana cost is reduced by 60 (down from 120)."
5,2-Gold,Death Approaches+,TFT5_Knight|TFT5_Forgotten,TFT5_Augment_ThreshCarryPlus,"Gain a 2-star Thresh. Your strongest Thresh's Ability now pulls himself to his target, empowers his next attack to deal 300% Ability Power as bonus magic damage, and Mana cost is reduced by 60 (down from 120)."
5,2-Gold,Draconic Crest,TFT5_Draconic,TFT5_Augment_DraconicCrest,Gain a Draconic Emblem and a Zyra.
5,2-Gold,Egg-o-nomics,TFT5_Draconic,TFT5_Augment_Draconic,Draconic Eggs hatch into additional Gold. Gain a Sett and an Ashe.
5,2-Gold,Equestrian Training,TFT5_Hellion|TFT5_Cavalier,TFT5_Augment_KledCarry,Gain a 2-star Kled. Your strongest Kled gains 10% Damage Amp and the ability to remount after attacking or getting hit 9 times in dismounted state.
5,2-Gold,Fiendish Farewell,TFT5_Hellion,TFT5_Augment_Hellion,"Whenever a Hellion dies, the portal casts a fireball dealing 66-666 magic damage (based on stage). At 6 Health, heal [heal] at the end of combat. Gain a Kennen."
5,2-Gold,Forgotten Arsenal,TFT5_Forgotten,TFT5_Augment_Forgotten,"For each active tier of the Forgotten trait, gain a different Shadow Support item. Gain a Thresh. Shadow Support items give powerful bonuses to allies at a cost."
5,2-Gold,Forgotten Crest,TFT5_Forgotten,TFT5_Augment_ForgottenCrest,Gain a Forgotten Emblem and a Vayne.
5,2-Gold,Hellion Crest,TFT5_Hellion,TFT5_Augment_HellionCrest,Gain a Hellion Emblem and a Kennen.
5,2-Gold,Invoker Crest,TFT5_Invoker,TFT5_Augment_InvokerCrest,Gain a Invoker Emblem and a Syndra.
5,2-Gold,Ironclad Crest,TFT5_Ironclad,TFT5_Augment_IroncladCrest,Gain a Ironclad Emblem and a Nautilus.
5,2-Gold,Knight Crest,TFT5_Knight,TFT5_Augment_KnightCrest,Gain a Knight Emblem and a Thresh.
5,2-Gold,Legionnaire Crest,TFT5_Legionnaire,TFT5_Augment_LegionnaireCrest,Gain a Legionnaire Emblem and an Irelia.
5,2-Gold,Morning Dew,TFT5_Dawnbringer,TFT5_Augment_Dawnbringer,"Once per combat at 50% Health, Dawnbringers gain 60 Mana over 5 seconds. Gain a Nidalee."
5,2-Gold,Mystic Crest,TFT5_Mystic,TFT5_Augment_MysticCrest,Gain a Mystic Emblem and a Lulu.
5,2-Gold,Night's Wrath,TFT5_Knight|TFT5_Forgotten,TFT5_Augment_SejuaniCarry,"Gain a Sejuani. While Frost Armor is active, your strongest Sejuani's attacks deal an additional 180.0% of Sejuani's Armor as magic damage."
5,2-Gold,Night's Wrath+,TFT5_Knight|TFT5_Forgotten,TFT5_Augment_SejuaniCarryPlus,"Gain a 2-star Sejuani. While Frost Armor is active, your strongest Sejuani's attacks deal an additional 180.0% of Sejuani's Armor as magic damage."
5,2-Gold,Nightbringer Crest,TFT5_Nightbringer,TFT5_Augment_NightbringerCrest,Gain a Nightbringer Emblem and a Sejuani.
5,2-Gold,Nightfall,TFT5_Nightbringer,TFT5_Augment_Nightbringer,"Nightbringers take 30.0% max health damage at the start of combat, and gain additional 30.0% max Health shield and 10% bonus damage when the trait activates. Gain a Yasuo."
5,2-Gold,Ranger Crest,TFT5_Ranger,TFT5_Augment_RangerCrest,Gain a Ranger Emblem and a Varus.
5,2-Gold,Redeemed Crest,TFT5_Redeemed,TFT5_Augment_RedeemedCrest,Gain a Redeemed Emblem and a Syndra.
5,2-Gold,Renewer Crest,TFT5_Renewer,TFT5_Augment_RenewerCrest,Gain a Renewer Emblem and a Soraka.
5,2-Gold,Revenant Crest,TFT5_Revenant,TFT5_Augment_RevenantCrest,Gain a Revenant Emblem and a Nocturne.
5,2-Gold,Road to Redemption,TFT5_Redeemed,TFT5_Augment_Redeemed,"Redeemed units heal for 500 (split evenly) when a Redeemed ally dies. The first time you heal 12500 this way, gain a Redemption. Gain a Lux. (Current:&nbsp;[TFTUnitProperty.item:TFT5_Augment_Redeemed_AmountHealed])"
5,2-Gold,Sentinel Crest,TFT5_Sentinel,TFT5_Augment_SentinelCrest,Gain a Sentinel Emblem and a Senna.
5,2-Gold,Skirmisher Crest,TFT5_Skirmisher,TFT5_Augment_SkirmisherCrest,Gain a Skirmisher Emblem and an Olaf.
5,2-Gold,Spellweaver Crest,TFT5_Spellweaver,TFT5_Augment_SpellweaverCrest,Gain a Spellweaver Emblem and a Brand.
5,2-Gold,The Bloodharbor Zealot,TFT5_Assassin|TFT5_Sentinel,TFT5_Augment_PykeCarry,"Gain a Pyke. Your strongest Pyke's Ability deals 180.0% damage, Mana cost is reduced by 60 (down from 120), but no longer Stuns."
5,2-Gold,The Bloodharbor Zealot+,TFT5_Assassin|TFT5_Sentinel,TFT5_Augment_PykeCarryPlus,"Gain a 2-star Pyke. Your strongest Pyke's Ability deals 200% damage, Mana cost is reduced by 60 (down from 120), but no longer Stuns."
5,2-Gold,The Monstrous Chopper,TFT5_Abomination,TFT5_Augment_Abomination,The Monstrosity equips an axe! Its attacks now cleave in a cone in front of it for 50% of physical damage. Gain a Kalista and a Nunu.
5,2-Gold,The Phoenix and the Bear,TFT5_Draconic|TFT5_Skirmisher,TFT5_Augment_UdyrCarry,"Gain 2-star Udyr. When your strongest Udyr transforms, gain bonus effects: Reduce Mana cost by 10. Turtle: Deal Magic Damage in a cone. Tiger: Stun the enemy."
5,2-Gold,The Sentinels of Light,TFT5_Sentinel,TFT5_Augment_Sentinel,"Whenever the Sentinel shield is passed to a new target, all Sentinel units gain 10% Attack Speed, stacking up to 12 times. Gain an Olaf and a Senna."
5,3-Prismatic,Abomination Crown,TFT5_Abomination,TFT5_Augment_AbominationCrown,"Gain an Abomination Emblem, a Titan's Resolve, and a Brand."
5,3-Prismatic,Assassin Crown,TFT5_Assassin,TFT5_Augment_AssassinCrown,"Gain an Assassin Emblem, a Last Whisper, and a Khazix."
5,3-Prismatic,Brawler Crown,TFT5_Brawler,TFT5_Augment_BrawlerCrown,"Gain an Brawler Emblem, a Bramble Vest, and a Sett."
5,3-Prismatic,Cannoneer Crown,TFT5_Cannoneer,TFT5_Augment_CannoneerCrown,"Gain a Cannoneer Emblem, a Guinsoo Rageblade, and a Tristana."
5,3-Prismatic,Cavalier Crown,TFT5_Cavalier,TFT5_Augment_CavalierCrown,"Gain a Cavalier Emblem, a Sunfire Cape, and a Hecarim."
5,3-Prismatic,Dawnbringer Crown,TFT5_Dawnbringer,TFT5_Augment_DawnbringerCrown,"Gain a Dawnbringer Emblem, a Warmog's Armor, and a Gragas."
5,3-Prismatic,Draconic Crown,TFT5_Draconic,TFT5_Augment_DraconicCrown,"Gain a Draconic Emblem, an Archangel Staff, and a Zyra."
5,3-Prismatic,Forgotten Crown,TFT5_Forgotten,TFT5_Augment_ForgottenCrown,"Gain a Forgotten Emblem, a Guinsoo's Rageblade, and a Vayne."
5,3-Prismatic,Hellion Crown,TFT5_Hellion,TFT5_Augment_HellionCrown,"Gain a Hellion Emblem, a Morellonomicon, and a Kennen."
5,3-Prismatic,Invoker Crown,TFT5_Invoker,TFT5_Augment_InvokerCrown,"Gain a Invoker Emblem, a Spear of Shojin, and a Syndra."
5,3-Prismatic,Ironclad Crown,TFT5_Ironclad,TFT5_Augment_IroncladCrown,"Gain a Ironclad Emblem, a Gargoyle Stoneplate, and a Nautilus."
5,3-Prismatic,Knight Crown,TFT5_Knight,TFT5_Augment_KnightCrown,"Gain a Knight Emblem, a Gargoyle Stoneplate, and a Thresh."
5,3-Prismatic,Legionnaire Crown,TFT5_Legionnaire,TFT5_Augment_LegionnaireCrown,"Gain a Legionnaire Emblem, an Infinity Edge, and an Irelia."
5,3-Prismatic,Mystic Crown,TFT5_Mystic,TFT5_Augment_MysticCrown,"Gain a Mystic Emblem, an Ionic Spark, and a Lulu."
5,3-Prismatic,Nightbringer Crown,TFT5_Nightbringer,TFT5_Augment_NightbringerCrown,"Gain a Nightbringer Emblem, a Hand of Justice, and a Sejuani."
5,3-Prismatic,Ranger Crown,TFT5_Ranger,TFT5_Augment_RangerCrown,"Gain a Ranger Emblem, a Deathblade, and a Varus."
5,3-Prismatic,Redeemed Crown,TFT5_Redeemed,TFT5_Augment_RedeemedCrown,"Gain a Redeemed Emblem, a Hand Of Justice, and a Syndra."
5,3-Prismatic,Renewer Crown,TFT5_Renewer,TFT5_Augment_RenewerCrown,"Gain a Renewer Emblem, a Spear of Shojin, and a Soraka."
5,3-Prismatic,Revenant Crown,TFT5_Revenant,TFT5_Augment_RevenantCrown,"Gain a Revenant Emblem, a Bloodthirster, and a Nocturne."
5,3-Prismatic,Sentinel Crown,TFT5_Sentinel,TFT5_Augment_SentinelCrown,"Gain a Sentinel Emblem, a Giant Slayer, and a Senna."
5,3-Prismatic,Skirmisher Crown,TFT5_Skirmisher,TFT5_Augment_SkirmisherCrown,"Gain a Skirmisher Emblem, a Bloodthirster, and a Olaf."
5,3-Prismatic,Spellweaver Crown,TFT5_Spellweaver,TFT5_Augment_SpellweaverCrown,"Gain a Spellweaver Emblem, a Jeweled Gauntlet, and a Brand."
6,1-Silver,Cybernetic Shell I,,TFT6_Augment_CyberneticShell1,Your champions holding an item gain 80 Health and 30 Armor.
6,1-Silver,Cybernetic Uplink I,,TFT6_Augment_CyberneticUplink1,Allies holding an item gain 80 Health and 2 Mana Regen. Gain a Tear of the Goddess.
6,1-Silver,Double Trouble I,,TFT6_Augment_Twins1,"When you field exactly 2 copies of a champion, they both gain 25% Attack Damage and 25% Ability Power, Armor, and Magic Resist. When you 3-star, gain a 2-star copy."
6,1-Silver,Electrocharge I,,TFT6_Augment_Electrocharge1,"Every 4 attacks an ally takes, they deal 30-90 (based on current Stage) magic damage to nearby enemies (1 second cooldown)."
6,1-Silver,Future Sight I,,TFT6_Augment_FuturePeepers,Know who you will fight next. Gain a Zephyr.
6,1-Silver,Keepers I,,TFT6_Augment_Keepers1,Combat start: Grant units with adjacent allies a 130 Health Shield for 8 seconds. This Shield stacks.
6,1-Silver,Luden's Echo I,,TFT6_Augment_LudensEcho1,"Every [ManaThreshold] Mana spent, your units next instance of Ability damage deals an additional 35-80 (based on current Stage) magic damage to the target and a nearby enemy."
6,1-Silver,"One, Two, Five!",,TFT6_Augment_OneTwoFive,"Gain 1 random component, 2 gold, and 1 random 5-cost champion."
6,1-Silver,Recombobulator,,TFT6_Augment_Recombobulator,Champions on your board permanently transform into random champions 1 cost tier higher (max 5). Gain 2 Magnetic Removers and 3 rerolls.
6,1-Silver,Second Wind,,TFT6_Augment_SecondWind1,"After 10 seconds of combat, your team heals 40% of their missing Health."
6,1-Silver,Tiny Titans,,TFT6_Augment_TinyTitans,Increase your current and max player health by [heal].
6,1-Silver,Tiny Titans,,TFT6_Augment_Legend_TinyTitans,Increase your current and max player health by [heal].
6,1-Silver,Tri Force I,,TFT6_Augment_TriForce1,"Your Tier 3 champions gain 150 Health, 10 starting Mana, and 10% Attack Speed."
6,2-Gold,Blue Battery I,,TFT6_Augment_BlueBattery1,"Your units gain 8 Ability Power. After casting their Ability, set the caster's Mana to 10."
6,2-Gold,Component Grab Bag,,TFT6_Augment_ComponentGrabBag,Gain 3 random item components.
6,2-Gold,Cybernetic Shell II,,TFT6_Augment_CyberneticShell2,Your champions holding an item gain 120 Health and 40 Armor.
6,2-Gold,Cybernetic Uplink,,TFT6_Augment_CyberneticUplink2,Allies holding an item gain 100 Health and 2 Mana Regen. Gain a Tear of the Goddess.
6,2-Gold,Double Trouble,,TFT6_Augment_Twins2,"When you field exactly 2 copies of a champion, they both gain 30% Attack Damage and 30% Ability Power, Armor, and Magic Resist. When you 3-star, gain a 2-star copy."
6,2-Gold,Electrocharge II,,TFT6_Augment_Electrocharge2,"Every 4 attacks an ally takes, they deal 50-140 (based on current Stage) magic damage to nearby enemies (1 second cooldown)."
6,2-Gold,Keepers II,,TFT6_Augment_Keepers2,Combat start: Grant units with adjacent allies a 210 Health Shield for 8 seconds. This Shield stacks.
6,2-Gold,Luden's Echo II,,TFT6_Augment_LudensEcho2,"Every [ManaThreshold] Mana spent, your units next instance of Ability damage deals an additional 50-110 (based on current Stage) magic damage to the target and a nearby enemy."
6,2-Gold,Second Wind II,,TFT6_Augment_SecondWind2,"After 10 seconds of combat, your team heals 60% of their missing Health."
6,2-Gold,Three's Company,,TFT6_Augment_ThreesCompany,Gain 5 random 3-cost champions.
6,2-Gold,Tri Force II,,TFT6_Augment_TriForce2,"Your Tier 3 champions gain 125 Health, 15 starting Mana, and 15% Attack Speed."
6,2-Gold,True Twos,,TFT6_Augment_TrueTwos,Gain a random 2-star Tier 1 champion and a random 2-star Tier 2 champion.
